Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
7739,112,3.0,79.31488193056519,45.83916052553783,10.0,14,22.0,2009,0.069660344,B,B,31,6119,4,,1,2,B
4344,98,1.0,38.707027459407406,19.44645383481188,7.0,17,17.0,1991,0.089039719,B,B,33,7976,5,,0,11,B
13369,2,1.0,38.74085186671215,20.62711109181366,9.0,3,12.0,1967,0.0,B,B,33,7425,1,,2,5,B
15050,28,3.0,61.37808758991882,42.60584812249997,6.0,6,9.0,1971,0.118537385,B,B,30,6207,1,1183.0,1,0,B
2790,3,2.0,79.51024617457831,41.19045541037004,13.0,5,15.0,2013,0.050900058,B,B,43,10621,1,30.0,2,3,B
5851,126,2.0,43.4418493192298,28.86930015011006,5.0,3,5.0,1965,0.333891544,B,B,30,6564,1,,0,0,B
1910,41,2.0,46.607468340513286,28.5903093269278,5.0,6,9.0,1972,0.036122292,B,B,24,4378,0,1036.0,1,1,B
12505,8,2.0,54.47900316353508,33.470616877118374,8.0,12,17.0,2001,0.43788524,B,B,23,5735,3,1084.0,0,5,B
15613,32,1.0,35.99883862933943,17.060620852365545,5.0,2,5.0,1970,0.135649789,B,B,46,7960,6,350.0,3,11,B
11709,63,1.0,51.87244680148408,,1.0,23,22.0,2016,0.23861713,B,B,26,3889,6,705.0,3,6,B
9862,88,1.0,36.173504946841405,20.03631568958179,8.0,11,9.0,1974,0.127375905,B,B,43,8429,3,,3,9,B
12608,1,3.0,85.61318708970776,,1.0,13,6.0,1977,0.007122317,B,B,1,264,0,,0,1,B
16111,6,2.0,53.05353809944366,,1.0,3,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15561,1,1.0,43.570333707682806,,0.0,19,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B
11732,1,1.0,46.59728313118976,,1.0,17,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
16057,6,3.0,78.79039686733063,,0.0,3,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
6325,23,2.0,50.539480708707565,,1.0,4,12.0,2016,0.034656082,B,B,0,168,0,,0,0,B
9820,23,1.0,39.72742123300132,,1.0,14,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
13321,101,2.0,49.387965864877394,33.240340058033304,6.0,7,5.0,1965,0.225824954,A,B,41,6558,7,1548.0,3,2,B
13121,1,3.0,62.92999435890491,38.909846333966186,8.0,4,14.0,1993,0.025609157,B,B,33,5261,0,240.0,3,1,B
1411,84,2.0,40.80752091056026,27.676670006248685,5.0,2,8.0,1962,0.006076152,B,B,30,5285,0,645.0,6,6,B
988,90,2.0,54.84691283725718,31.739446074538776,8.0,6,16.0,1977,0.265088676,B,B,37,5288,0,1937.0,3,2,B
12960,42,2.0,62.09399269684086,33.06569656045394,11.0,6,9.0,2005,0.158249043,B,B,21,5731,0,,1,0,B
10817,111,2.0,47.62290795330025,31.79754960766603,5.0,5,5.0,1969,0.135649789,B,B,46,7960,6,350.0,3,11,B
10184,58,1.0,43.47525693777144,,0.0,6,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
821,46,2.0,47.57343923240528,30.57739952226616,6.0,9,9.0,1971,0.0,B,B,47,11319,0,1145.0,3,5,B
14578,9,1.0,39.566938901267726,42.80861614003637,8.0,6,15.0,2009,0.161531741,B,B,25,5648,1,30.0,2,4,B
16355,67,2.0,51.355861751943856,34.69136406429118,6.0,10,12.0,1981,0.0077202819999999,B,B,38,4788,2,,0,4,B
13386,21,2.0,40.16868497198816,25.214586816843905,7.0,7,9.0,1966,0.034331497,B,B,25,5487,3,,0,4,B
6193,99,3.0,78.78613434419736,49.152087585155584,10.0,2,14.0,1999,0.033493708,B,B,66,10573,1,1322.0,3,8,B
9534,41,2.0,53.41007943012504,31.877028872465488,8.0,6,17.0,1984,0.175054867,B,B,36,10055,3,,1,0,B
7740,56,1.0,40.96957900317993,22.019286643492197,9.0,16,16.0,1988,0.0,B,B,23,5067,4,,2,6,B
6632,24,2.0,44.3719968133181,35.5152363268637,5.0,4,5.0,1964,0.111627393,B,B,50,12238,8,1970.0,2,3,B
9025,74,2.0,79.95089442890368,41.37454579779746,16.0,15,17.0,2015,0.309479124,B,B,35,7715,4,990.0,0,6,B
11371,30,1.0,37.86295552779981,,1.0,8,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
1990,8,2.0,51.62558626245273,31.95438430149977,8.0,9,17.0,1991,0.219006007,B,B,28,6746,3,,1,4,B
4330,9,1.0,43.77071665239479,25.267023125247725,8.0,8,14.0,1993,0.136244425,B,B,11,2370,0,,0,1,B
11649,61,1.0,32.02330094586077,18.946134663306,6.0,1,9.0,1978,0.300322518,B,B,52,10311,6,,1,9,B
10173,27,2.0,63.88811902786585,,1.0,3,3.0,1977,0.072157581,B,B,2,629,1,,0,0,A
11539,26,2.0,49.52896355463472,30.51241100466033,6.0,12,12.0,1977,0.0,B,B,36,6714,2,2672.0,0,2,B
3637,41,2.0,39.78779737699526,23.190451113268537,6.0,9,12.0,1968,0.175054867,B,B,36,10055,3,,1,0,B
15472,1,2.0,77.50671396453394,,12.0,3,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
9595,28,1.0,38.30621794005247,18.763480003319486,10.0,9,19.0,1976,0.118537385,B,B,30,6207,1,1183.0,1,0,B
13586,2,2.0,48.42090641333084,32.23997843000989,6.0,8,9.0,1970,0.309479124,B,B,35,7715,4,990.0,0,6,B
5177,96,1.0,37.11483388313672,18.98125283784061,9.0,2,17.0,2004,0.041116354,B,B,53,14892,4,,1,4,B
6554,9,2.0,55.21386558883477,33.78745427959856,11.0,9,10.0,2003,0.31019913,B,B,11,2748,1,,0,0,B
7271,48,2.0,63.62405215546094,,1.0,12,1.0,2016,0.041124634,B,B,46,9515,5,,1,10,B
13196,23,3.0,70.41757284325949,,1.0,4,1.0,1977,0.005767451,B,B,1,388,0,,0,0,B
9911,115,1.0,39.592075945759184,23.64859343504583,9.0,11,12.0,1971,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
4031,27,2.0,55.92319591297159,34.539843264106324,8.0,5,9.0,1987,0.017647053,B,B,2,469,0,,0,0,B
10975,118,2.0,59.111711460305386,34.192309961403,8.0,8,10.0,1959,0.21843974,B,B,21,4472,6,1450.0,4,7,A
11446,18,2.0,54.32078589716353,34.321088127668496,8.0,3,17.0,1997,0.0,B,B,30,5562,0,,0,5,A
2932,8,3.0,77.28883816109399,46.86865030792946,10.0,13,16.0,1984,0.458174486,B,A,26,4439,1,1130.0,1,5,B
10441,66,1.0,33.3889307987255,22.782377466062503,5.0,6,5.0,1962,0.111627393,B,B,50,12238,8,1970.0,2,3,B
2238,53,1.0,40.445269304810864,22.45610071402421,9.0,11,14.0,1975,0.313924552,B,B,22,4625,11,3855.0,2,10,B
4546,27,1.0,45.97526244943844,17.926904473905758,10.0,9,13.0,2002,0.041116354,B,B,53,14892,4,,1,4,B
3602,29,3.0,92.55162723466968,59.69832501470804,7.0,4,5.0,1958,0.040242764,B,B,25,3478,11,2729.0,3,1,B
7948,32,2.0,46.597902448320006,29.4659163259918,6.0,8,9.0,1968,0.135649789,B,B,46,7960,6,350.0,3,11,B
12548,88,1.0,31.754427885838336,18.963864458629487,6.0,3,12.0,1973,0.127375905,B,B,43,8429,3,,3,9,B
4285,99,3.0,58.65910371349373,45.69227591223961,6.0,2,9.0,1973,0.033493708,B,B,66,10573,1,1322.0,3,8,B
3295,69,2.0,63.85327468974365,37.04251049305931,10.0,4,16.0,1982,0.093442564,B,B,23,4635,5,3300.0,2,4,B
511,23,2.0,63.70002820238336,,1.0,17,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
13599,23,3.0,65.23831177017196,64.91282286118853,1.0,13,17.0,1977,0.034656082,B,B,0,168,0,,0,0,B
2900,29,1.0,34.24579070797954,17.20156028046376,5.0,5,5.0,1966,0.069660344,B,B,31,6119,4,,1,2,B
11324,21,2.0,48.69847973975818,33.21282420864376,5.0,5,5.0,1964,0.034331497,B,B,25,5487,3,,0,4,B
3375,9,2.0,61.79563588516488,,1.0,4,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
1245,26,1.0,85.45017473248195,82.91130502915647,1.0,8,20.0,2012,0.0,B,B,36,6714,2,2672.0,0,2,B
10515,1,3.0,66.37657107168168,42.905683080574256,8.0,8,14.0,1991,0.025609157,B,B,33,5261,0,240.0,3,1,B
5708,45,2.0,61.91108021112278,59.83682623173718,10.0,14,24.0,2017,0.195781053,B,B,23,5212,6,,3,2,B
15605,74,2.0,56.68782922824636,33.78079956958482,9.0,4,17.0,1991,0.371148999,B,B,34,7065,1,750.0,2,5,B
8,8,3.0,83.93034219763074,50.04931455301463,8.0,4,12.0,2007,0.092290642,B,B,21,4346,2,165.0,1,2,B
10284,147,3.0,71.17908267917215,47.77935270114763,9.0,12,14.0,1974,0.319809354,B,B,25,4756,16,2857.0,5,8,B
14436,7,2.0,45.27561620759978,28.10251588164896,5.0,7,5.0,1967,0.130617806,B,B,39,10418,9,900.0,1,9,B
10704,52,2.0,51.92149100340754,,1.0,6,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
2728,44,1.0,20.011215114086724,14.116331663039222,4.0,7,9.0,1970,0.122190486,B,B,25,4724,2,1308.0,1,3,B
9247,67,3.0,65.0196467536,41.287476354713625,7.0,10,9.0,1979,0.100455735,B,B,43,7227,0,,1,6,A
1131,47,2.0,55.860983176004495,31.909536799037472,8.0,5,12.0,1984,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
6012,58,2.0,43.493412982403605,26.838465456980487,6.0,11,12.0,1968,0.050755569,B,B,24,5469,1,145.0,0,1,B
10115,122,1.0,40.466023109918005,23.045089149852213,8.0,9,10.0,1997,0.033493708,B,B,66,10573,1,1322.0,3,8,B
621,136,3.0,65.22173261261237,43.28151655677413,7.0,12,12.0,1974,0.019508796,B,B,37,7687,11,176.0,5,5,B
6511,57,1.0,44.08039491311504,21.524264262767385,8.0,13,12.0,1983,0.407276235,A,B,9,1768,0,370.0,0,0,A
2844,1,2.0,64.78505452410977,31.7687144592152,12.0,7,17.0,2014,0.007122317,B,B,1,264,0,,0,1,B
6563,99,1.0,33.77005603577961,19.04419400418856,6.0,10,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
11503,79,2.0,46.21228951385411,31.381738548039195,5.0,3,5.0,1969,0.307466659,B,A,30,5048,9,325.0,2,5,B
16264,53,2.0,49.59188094692384,32.60713920423945,5.0,9,9.0,1973,0.313924552,B,B,22,4625,11,3855.0,2,10,B
1259,53,3.0,81.31059858010299,80.2815832962453,1.0,20,18.0,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B
10570,86,2.0,42.62076509990456,30.571926542978076,5.0,5,5.0,1962,0.161975568,B,A,31,7010,5,4508.0,3,7,B
12270,112,2.0,56.72848452592744,29.0705587108176,9.0,18,18.0,2009,0.069660344,B,B,31,6119,4,,1,2,B
8497,62,3.0,108.25065654415651,,1.0,9,1.0,2015,0.072157581,B,B,2,629,1,,0,0,A
14029,85,3.0,53.74531791982447,34.77073774788088,6.0,5,9.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B
3151,101,2.0,44.53157675512188,29.955691179008287,5.0,7,5.0,1970,0.225824954,A,B,41,6558,7,1548.0,3,2,B
11948,10,3.0,58.03748161998897,41.20536834953269,6.0,10,9.0,1972,0.089039719,B,B,33,7976,5,,0,11,B
15264,53,2.0,44.222793432780215,29.153547074364543,5.0,1,9.0,1976,0.313924552,B,B,22,4625,11,3855.0,2,10,B
1346,27,3.0,87.19056472457856,85.62139656060491,11.0,7,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
783,61,1.0,34.2360316094451,18.477327316639126,5.0,5,5.0,1970,0.298204575,B,B,16,4048,3,,1,3,B
9212,121,3.0,67.35340643632648,47.10108548543403,7.0,12,12.0,1976,0.212515361,B,B,19,3293,16,628.0,3,7,B
4533,31,2.0,83.96329898886948,38.41922410108136,14.0,33,40.0,2014,0.151346216,B,A,32,5889,10,830.0,4,1,B
10223,74,1.0,56.72658939435873,56.14668220711413,1.0,9,1.0,2015,0.075778755,B,B,6,1437,3,,0,2,B
2612,1,2.0,65.63283214380783,,0.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
6587,52,2.0,64.60993058204129,63.33484751189442,1.0,14,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
390,108,2.0,60.13418926048913,36.690519959947046,9.0,6,9.0,1961,0.0,B,B,23,3684,2,,0,4,B
11487,88,4.0,64.27046095358416,49.47729199495706,5.0,3,9.0,1974,0.127375905,B,B,43,8429,3,,3,9,B
9324,128,3.0,62.75176455391608,47.74583998219315,6.0,11,9.0,1972,0.0,B,B,27,4798,0,30.0,2,8,B
4818,53,2.0,44.654890716195816,28.773651338233854,6.0,2,9.0,1969,0.313924552,B,B,22,4625,11,3855.0,2,10,B
8275,1,1.0,44.80608996300601,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
10033,167,1.0,35.677794131006095,20.883123478274268,9.0,10,12.0,1970,0.051942062,B,B,17,4017,7,800.0,2,0,B
2637,130,1.0,31.99949083273256,20.63123000299838,5.0,7,9.0,1968,0.21843974,B,B,21,4472,6,1450.0,4,7,A
1001,95,1.0,42.53436120449696,18.47783009644361,10.0,5,16.0,1975,0.341071945,B,B,27,5664,48,2300.0,3,11,B
15009,62,1.0,35.2650435064044,19.993805615751807,7.0,13,12.0,1974,0.002211665,B,B,39,7614,3,,1,5,A
5349,27,1.0,47.1248445472182,44.75835548189686,1.0,15,14.0,2016,0.072157581,B,B,2,629,1,,0,0,A
2189,105,3.0,82.97647798045172,53.73694762608903,9.0,6,5.0,1960,0.069660344,B,B,31,6119,4,,1,2,B
13932,23,2.0,66.93512594874889,,1.0,17,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
6270,12,2.0,63.85426025109717,38.91967690165871,10.0,5,14.0,1999,0.090799103,B,B,74,19083,2,,5,15,B
10136,1,1.0,39.188428063995865,,1.0,7,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
11170,34,3.0,73.86507374207464,46.5087820998496,9.0,7,17.0,1997,0.069753361,B,B,53,13670,4,,1,11,B
497,18,1.0,44.79381324648399,23.97331115777069,8.0,8,14.0,1987,0.0,B,B,30,5562,0,,0,5,A
10440,62,1.0,29.10709140728332,16.434995351995738,5.0,7,9.0,1974,0.002211665,B,B,39,7614,3,,1,5,A
778,93,3.0,55.584240883846455,37.85059666997176,7.0,3,16.0,1983,0.521867054,B,B,25,6149,0,,0,0,B
11077,21,3.0,62.715838043704174,41.52214281955178,5.0,3,5.0,1967,0.194489265,B,B,47,8004,3,125.0,3,5,B
1663,3,2.0,45.9820510836825,32.67416475468988,6.0,2,5.0,1963,0.265088676,B,B,37,5288,0,1937.0,3,2,B
7039,96,3.0,77.61501016978387,45.03516624063794,10.0,8,14.0,1995,0.041116354,B,B,53,14892,4,,1,4,B
16630,72,1.0,36.39286797362917,17.498456027213027,7.0,6,9.0,1967,0.210473241,B,B,11,2398,2,1994.0,3,0,B
4603,57,1.0,46.131666199606045,17.848320600578855,10.0,15,22.0,2003,0.090799103,B,B,74,19083,2,,5,15,B
7221,23,3.0,77.14029916443603,,1.0,21,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
1385,1,1.0,43.20107930599808,,1.0,19,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
7032,13,1.0,29.57080169699652,20.74229630059445,5.0,2,5.0,1964,0.133215333,B,B,49,11395,3,1406.0,3,4,A
7188,59,1.0,44.3016133524626,,1.0,16,17.0,1977,0.019508796,B,B,37,7687,11,176.0,5,5,B
13842,23,1.0,40.186505597236994,,1.0,4,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
11684,69,3.0,69.96455390877081,48.465956488248814,7.0,12,16.0,1988,0.000991363,B,B,33,6783,3,,1,9,B
15759,17,2.0,57.6018699737095,37.74474320489497,10.0,78,22.0,1989,0.0,B,B,25,5027,4,46.0,1,1,B
2859,62,1.0,45.89551833261908,1.4573654104596891,1.0,10,15.0,2018,0.072157581,B,B,2,629,1,,0,0,A
16140,27,1.0,38.25155748222115,,1.0,16,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
11817,1,3.0,75.76293424985748,,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
15999,9,3.0,81.54186376731067,51.69371309906209,7.0,3,12.0,1995,0.161531741,B,B,25,5648,1,30.0,2,4,B
12569,75,2.0,59.110119894801,35.80797071261016,10.0,6,17.0,1999,0.122090347,B,B,29,6566,7,1894.0,4,0,B
13883,119,2.0,49.22084185872414,29.03018246931984,6.0,5,5.0,1961,0.000995363,B,B,42,7651,1,,1,5,B
1649,23,1.0,29.74437314438764,,1.0,4,12.0,1977,0.034656082,B,B,0,168,0,,0,0,B
4431,86,2.0,53.95581651469328,34.828069723947884,9.0,4,12.0,1976,0.161975568,B,A,31,7010,5,4508.0,3,7,B
6719,2,2.0,41.30775393639727,24.8315192140556,6.0,6,9.0,1973,0.130617806,B,B,39,10418,9,900.0,1,9,B
16207,161,1.0,48.32429592374535,15.82192612233188,9.0,4,9.0,2015,0.014423114,B,B,19,3806,4,,0,3,B
10232,84,2.0,57.684784743353575,37.72663762425835,8.0,1,5.0,1956,0.006076152,B,B,30,5285,0,645.0,6,6,B
4474,21,2.0,42.62640343799149,29.906751217686057,5.0,5,5.0,1968,0.394094211,B,B,3,662,0,35.0,0,0,B
7933,113,1.0,40.512249840571776,23.868685234649924,6.0,6,17.0,2004,0.050755569,B,B,24,5469,1,145.0,0,1,B
7427,27,2.0,64.4195479570112,,0.0,11,19.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
7938,66,3.0,61.11916226651993,44.3619103096356,5.0,2,5.0,1966,0.161975568,B,A,31,7010,5,4508.0,3,7,B
10668,30,1.0,46.79567268263514,46.05768570927601,1.0,4,4.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
312,1,1.0,34.56256530415638,22.74662917284521,6.0,2,5.0,1975,0.036270089,B,B,6,1318,1,200.0,1,1,B
7585,66,3.0,77.38458950785724,47.04196612899492,10.0,16,16.0,1991,0.111627393,B,B,50,12238,8,1970.0,2,3,B
8041,76,1.0,39.70596909266,19.4053337052889,9.0,8,12.0,1970,0.0,B,B,7,1660,39,1786.0,1,5,B
5016,23,2.0,54.405583281236936,33.67559365222614,9.0,10,17.0,2013,0.075778755,B,B,6,1437,3,,0,2,B
9570,129,1.0,39.55023422390107,21.55964605695651,9.0,11,16.0,1979,0.460556389,B,B,20,4386,14,,1,5,B
15115,114,2.0,43.87411374260457,27.24881159189423,6.0,10,12.0,1967,0.327018035,B,B,12,2270,23,2500.0,1,0,B
5118,155,3.0,73.25979700240131,53.26537045321884,10.0,3,5.0,1926,0.042307271,B,B,17,2810,9,4849.0,3,6,B
12267,101,2.0,60.11907253509817,33.29233519634215,11.0,10,12.0,2004,0.038692987,B,B,28,6533,1,1015.0,2,5,B
4968,74,2.0,77.09800507697877,,1.0,16,1.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
10019,101,1.0,41.92787017394517,23.462679560908672,9.0,15,14.0,1977,0.225824954,A,B,41,6558,7,1548.0,3,2,B
14641,27,2.0,60.56476624780491,,9.0,13,19.0,2018,0.211401214,B,B,9,1892,0,,0,1,B
4079,75,2.0,45.14419572295914,25.81955323502757,5.0,5,5.0,1962,0.307466659,B,A,30,5048,9,325.0,2,5,B
5622,83,2.0,48.25740898339328,33.74864232731982,5.0,6,9.0,1978,0.0077202819999999,B,B,38,4788,2,,0,4,B
3372,90,2.0,45.60935982932378,30.39536638158364,5.0,6,5.0,1966,0.265088676,B,B,37,5288,0,1937.0,3,2,B
5506,1,3.0,82.8911227927767,,1.0,16,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
8516,6,1.0,38.27845261227444,42.65581276177515,1.0,18,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
1596,96,2.0,59.715350536352815,36.33636386560799,8.0,7,14.0,2008,0.041116354,B,B,53,14892,4,,1,4,B
2785,53,2.0,73.81223273946736,35.865537595268385,11.0,10,20.0,2012,0.313924552,B,B,22,4625,11,3855.0,2,10,B
7171,6,2.0,66.47630451043443,37.81281338240322,12.0,2,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
516,1,1.0,44.08028523889399,23.93696975506809,9.0,16,22.0,2019,0.025609157,B,B,33,5261,0,240.0,3,1,B
1618,17,2.0,55.06549839260015,32.13048248328167,8.0,18,16.0,1977,0.0,B,B,18,3374,5,620.0,1,2,B
1588,34,3.0,83.39982784722473,45.49308652179234,9.0,4,22.0,1996,0.069753361,B,B,53,13670,4,,1,11,B
10424,60,2.0,41.89232137317754,28.715831824100107,5.0,10,8.0,1960,0.21843974,B,B,21,4472,6,1450.0,4,7,A
6317,169,2.0,56.214048052190826,,1.0,9,17.0,1977,0.178916796,B,B,18,3594,4,192.0,1,5,B
12615,58,2.0,47.45035557899129,24.767868376573315,8.0,8,14.0,1972,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B
7468,21,1.0,40.58680780484851,25.849068898724934,6.0,5,9.0,1977,0.194489265,B,B,47,8004,3,125.0,3,5,B
8189,108,3.0,83.60218087057939,57.25931570947553,7.0,5,9.0,1960,0.0,B,B,23,3684,2,,0,4,B
8946,8,1.0,42.62844588322668,19.76114666299162,8.0,16,17.0,2002,0.43788524,B,B,23,5735,3,1084.0,0,5,B
14593,27,2.0,62.25699264533561,,0.0,2,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
11379,34,3.0,82.52433395390284,80.78735164459826,1.0,10,1.0,2017,0.069753361,B,B,53,13670,4,,1,11,B
16065,94,2.0,54.17208655037579,31.40039804288849,7.0,13,17.0,2001,0.521867054,B,B,25,6149,0,,0,0,B
4444,48,2.0,52.92486174779645,34.565991581029785,8.0,9,12.0,1983,0.041124634,B,B,46,9515,5,,1,10,B
5805,2,2.0,45.57562513738901,29.053420284372677,5.0,3,5.0,1966,0.0,B,B,33,7425,1,,2,5,B
3304,1,2.0,45.24657158542193,27.08387797420129,5.0,4,5.0,1964,0.036270089,B,B,6,1318,1,200.0,1,1,B
2746,45,3.0,83.7717415946615,,0.0,21,0.0,1977,0.195781053,B,B,23,5212,6,,3,2,B
7020,28,2.0,43.46727673764455,30.92462242944984,5.0,5,9.0,1968,0.118537385,B,B,30,6207,1,1183.0,1,0,B
8640,124,2.0,54.12333472739387,29.758644964113675,8.0,9,14.0,1977,0.122090347,B,B,29,6566,7,1894.0,4,0,B
591,27,3.0,49.54382619861568,,0.0,20,25.0,1977,0.072157581,B,B,2,629,1,,0,0,A
1510,88,3.0,62.36754608180144,45.03172269790953,5.0,9,9.0,1974,0.127375905,B,B,43,8429,3,,3,9,B
12876,27,2.0,54.49107181674717,33.587619525656585,9.0,5,17.0,2012,0.011654127,B,B,4,915,0,,0,0,B
5287,34,4.0,97.24141749093891,1.7336443055756865,1.0,14,1.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
5763,23,3.0,69.87765310865488,,1.0,1,16.0,2015,0.005767451,B,B,1,388,0,,0,0,B
5935,119,1.0,40.474493596525015,19.95855187800395,7.0,5,17.0,2004,0.033493708,B,B,66,10573,1,1322.0,3,8,B
676,85,3.0,54.08853428132322,38.62246705303549,6.0,8,9.0,1978,0.037177818,B,B,52,11217,1,2300.0,1,7,B
16743,123,1.0,51.43853670866861,26.06612960603785,13.0,15,17.0,2004,0.0,B,B,6,2733,0,920.0,0,4,B
11770,96,1.0,38.84680484044489,19.507564651234286,1.0,8,9.0,2005,0.041116354,B,B,53,14892,4,,1,4,B
3160,9,1.0,39.55929223967691,23.62200325774416,8.0,13,14.0,1991,0.161531741,B,B,25,5648,1,30.0,2,4,B
3679,30,1.0,43.8437864463592,,1.0,21,22.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
8426,6,1.0,40.14086134006104,5.759836648343456,1.0,15,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
16496,4,1.0,39.97674931976974,16.914867165125973,9.0,11,2.0,1972,0.327018035,B,B,12,2270,23,2500.0,1,0,B
8266,86,2.0,44.43695831883751,29.507315007427444,5.0,4,5.0,1964,0.161975568,B,A,31,7010,5,4508.0,3,7,B
7766,62,1.0,42.025773444829504,23.477270004349588,8.0,10,17.0,1989,0.002211665,B,B,39,7614,3,,1,5,A
9235,119,1.0,32.69167587220231,22.3217732614464,5.0,6,5.0,1963,0.000995363,B,B,42,7651,1,,1,5,B
7848,1,2.0,63.82016625789128,,0.0,3,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
